"CLDR Short Name";"Code";"Browser"
"backhand index pointing left: medium-light skin tone";"U+1F448 U+1F3FC";"👈🏼"
"backhand index pointing left: medium skin tone";"U+1F448 U+1F3FD";"👈🏽"
"backhand index pointing left: medium-dark skin tone";"U+1F448 U+1F3FE";"👈🏾"
"backhand index pointing left: dark skin tone";"U+1F448 U+1F3FF";"👈🏿"
"backhand index pointing right";"U+1F449";"👉"
"backhand index pointing right: light skin tone";"U+1F449 U+1F3FB";"👉🏻"
"backhand index pointing right: medium-light skin tone";"U+1F449 U+1F3FC";"👉🏼"
"backhand index pointing right: medium skin tone";"U+1F449 U+1F3FD";"👉🏽"
"backhand index pointing right: medium-dark skin tone";"U+1F449 U+1F3FE";"👉🏾"
"backhand index pointing right: dark skin tone";"U+1F449 U+1F3FF";"👉🏿"
"index pointing up";"U+261D";"☝"
"index pointing up: light skin tone";"U+261D U+1F3FB";"☝🏻"
"index pointing up: medium-light skin tone";"U+261D U+1F3FC";"☝🏼"
"index pointing up: medium skin tone";"U+261D U+1F3FD";"☝🏽"
"index pointing up: medium-dark skin tone";"U+261D U+1F3FE";"☝🏾"
"index pointing up: dark skin tone";"U+261D U+1F3FF";"☝🏿"
"backhand index pointing up";"U+1F446";"👆"
"backhand index pointing up: light skin tone";"U+1F446 U+1F3FB";"👆🏻"
"backhand index pointing up: medium-light skin tone";"U+1F446 U+1F3FC";"👆🏼"
"backhand index pointing up: medium skin tone";"U+1F446 U+1F3FD";"👆🏽"
"backhand index pointing up: medium-dark skin tone";"U+1F446 U+1F3FE";"👆🏾"
"backhand index pointing up: dark skin tone";"U+1F446 U+1F3FF";"👆🏿"
"middle finger";"U+1F595";"🖕"
"middle finger: light skin tone";"U+1F595 U+1F3FB";"🖕🏻"
"middle finger: medium-light skin tone";"U+1F595 U+1F3FC";"🖕🏼"
"middle finger: medium skin tone";"U+1F595 U+1F3FD";"🖕🏽"
"middle finger: medium-dark skin tone";"U+1F595 U+1F3FE";"🖕🏾"
"middle finger: dark skin tone";"U+1F595 U+1F3FF";"🖕🏿"
"backhand index pointing down";"U+1F447";"👇"
"backhand index pointing down: light skin tone";"U+1F447 U+1F3FB";"👇🏻"
"backhand index pointing down: medium-light skin tone";"U+1F447 U+1F3FC";"👇🏼"
"backhand index pointing down: medium skin tone";"U+1F447 U+1F3FD";"👇🏽"
"backhand index pointing down: medium-dark skin tone";"U+1F447 U+1F3FE";"👇🏾"
"backhand index pointing down: dark skin tone";"U+1F447 U+1F3FF";"👇🏿"
"victory hand";"U+270C";"✌"
"victory hand: light skin tone";"U+270C U+1F3FB";"✌🏻"
"victory hand: medium-light skin tone";"U+270C U+1F3FC";"✌🏼"
"victory hand: medium skin tone";"U+270C U+1F3FD";"✌🏽"
"victory hand: medium-dark skin tone";"U+270C U+1F3FE";"✌🏾"
"victory hand: dark skin tone";"U+270C U+1F3FF";"✌🏿"
"crossed fingers";"U+1F91E";"🤞"
"crossed fingers: light skin tone";"U+1F91E U+1F3FB";"🤞🏻"
"crossed fingers: medium-light skin tone";"U+1F91E U+1F3FC";"🤞🏼"
"crossed fingers: medium skin tone";"U+1F91E U+1F3FD";"🤞🏽"
"crossed fingers: medium-dark skin tone";"U+1F91E U+1F3FE";"🤞🏾"
"crossed fingers: dark skin tone";"U+1F91E U+1F3FF";"🤞🏿"
"vulcan salute";"U+1F596";"🖖"
"vulcan salute: light skin tone";"U+1F596 U+1F3FB";"🖖🏻"
"vulcan salute: medium-light skin tone";"U+1F596 U+1F3FC";"🖖🏼"
"vulcan salute: medium skin tone";"U+1F596 U+1F3FD";"🖖🏽"
"vulcan salute: medium-dark skin tone";"U+1F596 U+1F3FE";"🖖🏾"
"vulcan salute: dark skin tone";"U+1F596 U+1F3FF";"🖖🏿"
"sign of the horns";"U+1F918";"🤘"
"sign of the horns: light skin tone";"U+1F918 U+1F3FB";"🤘🏻"
"sign of the horns: medium-light skin tone";"U+1F918 U+1F3FC";"🤘🏼"
"sign of the horns: medium skin tone";"U+1F918 U+1F3FD";"🤘🏽"
"sign of the horns: medium-dark skin tone";"U+1F918 U+1F3FE";"🤘🏾"
"sign of the horns: dark skin tone";"U+1F918 U+1F3FF";"🤘🏿"
"call me hand";"U+1F919";"🤙"
"call me hand: light skin tone";"U+1F919 U+1F3FB";"🤙🏻"
"call me hand: medium-light skin tone";"U+1F919 U+1F3FC";"🤙🏼"
"call me hand: medium skin tone";"U+1F919 U+1F3FD";"🤙🏽"
"call me hand: medium-dark skin tone";"U+1F919 U+1F3FE";"🤙🏾"
"call me hand: dark skin tone";"U+1F919 U+1F3FF";"🤙🏿"
"hand with fingers splayed";"U+1F590";"🖐"
"hand with fingers splayed: light skin tone";"U+1F590 U+1F3FB";"🖐🏻"
"hand with fingers splayed: medium-light skin tone";"U+1F590 U+1F3FC";"🖐🏼"
"hand with fingers splayed: medium skin tone";"U+1F590 U+1F3FD";"🖐🏽"
"hand with fingers splayed: medium-dark skin tone";"U+1F590 U+1F3FE";"🖐🏾"
"hand with fingers splayed: dark skin tone";"U+1F590 U+1F3FF";"🖐🏿"
"raised hand";"U+270B";"✋"
"raised hand: light skin tone";"U+270B U+1F3FB";"✋🏻"
"raised hand: medium-light skin tone";"U+270B U+1F3FC";"✋🏼"
"raised hand: medium skin tone";"U+270B U+1F3FD";"✋🏽"
"raised hand: medium-dark skin tone";"U+270B U+1F3FE";"✋🏾"
"raised hand: dark skin tone";"U+270B U+1F3FF";"✋🏿"
"OK hand";"U+1F44C";"👌"
"OK hand: light skin tone";"U+1F44C U+1F3FB";"👌🏻"
"OK hand: medium-light skin tone";"U+1F44C U+1F3FC";"👌🏼"
"OK hand: medium skin tone";"U+1F44C U+1F3FD";"👌🏽"
"OK hand: medium-dark skin tone";"U+1F44C U+1F3FE";"👌🏾"
"OK hand: dark skin tone";"U+1F44C U+1F3FF";"👌🏿"
"thumbs up";"U+1F44D";"👍"
"thumbs up: light skin tone";"U+1F44D U+1F3FB";"👍🏻"
"thumbs up: medium-light skin tone";"U+1F44D U+1F3FC";"👍🏼"
"thumbs up: medium skin tone";"U+1F44D U+1F3FD";"👍🏽"
"thumbs up: medium-dark skin tone";"U+1F44D U+1F3FE";"👍🏾"
"thumbs up: dark skin tone";"U+1F44D U+1F3FF";"👍🏿"
"thumbs down";"U+1F44E";"👎"
"thumbs down: light skin tone";"U+1F44E U+1F3FB";"👎🏻"
"thumbs down: medium-light skin tone";"U+1F44E U+1F3FC";"👎🏼"
"thumbs down: medium skin tone";"U+1F44E U+1F3FD";"👎🏽"
"thumbs down: medium-dark skin tone";"U+1F44E U+1F3FE";"👎🏾"
"thumbs down: dark skin tone";"U+1F44E U+1F3FF";"👎🏿"
"raised fist";"U+270A";"✊"
"raised fist: light skin tone";"U+270A U+1F3FB";"✊🏻"
"raised fist: medium-light skin tone";"U+270A U+1F3FC";"✊🏼"
"raised fist: medium skin tone";"U+270A U+1F3FD";"✊🏽"
"raised fist: medium-dark skin tone";"U+270A U+1F3FE";"✊🏾"
"raised fist: dark skin tone";"U+270A U+1F3FF";"✊🏿"
"oncoming fist";"U+1F44A";"👊"
"oncoming fist: light skin tone";"U+1F44A U+1F3FB";"👊🏻"
"oncoming fist: medium-light skin tone";"U+1F44A U+1F3FC";"👊🏼"
"oncoming fist: medium skin tone";"U+1F44A U+1F3FD";"👊🏽"
"oncoming fist: medium-dark skin tone";"U+1F44A U+1F3FE";"👊🏾"
"oncoming fist: dark skin tone";"U+1F44A U+1F3FF";"👊🏿"
"left-facing fist";"U+1F91B";"🤛"
"left-facing fist: light skin tone";"U+1F91B U+1F3FB";"🤛🏻"
"left-facing fist: medium-light skin tone";"U+1F91B U+1F3FC";"🤛🏼"
"left-facing fist: medium skin tone";"U+1F91B U+1F3FD";"🤛🏽"
"left-facing fist: medium-dark skin tone";"U+1F91B U+1F3FE";"🤛🏾"
"left-facing fist: dark skin tone";"U+1F91B U+1F3FF";"🤛🏿"
"right-facing fist";"U+1F91C";"🤜"
"right-facing fist: light skin tone";"U+1F91C U+1F3FB";"🤜🏻"
"right-facing fist: medium-light skin tone";"U+1F91C U+1F3FC";"🤜🏼"
"right-facing fist: medium skin tone";"U+1F91C U+1F3FD";"🤜🏽"
"right-facing fist: medium-dark skin tone";"U+1F91C U+1F3FE";"🤜🏾"
"right-facing fist: dark skin tone";"U+1F91C U+1F3FF";"🤜🏿"
"raised back of hand";"U+1F91A";"🤚"
"raised back of hand: light skin tone";"U+1F91A U+1F3FB";"🤚🏻"
"raised back of hand: medium-light skin tone";"U+1F91A U+1F3FC";"🤚🏼"
"raised back of hand: medium skin tone";"U+1F91A U+1F3FD";"🤚🏽"
"raised back of hand: medium-dark skin tone";"U+1F91A U+1F3FE";"🤚🏾"
"raised back of hand: dark skin tone";"U+1F91A U+1F3FF";"🤚🏿"
"waving hand";"U+1F44B";"👋"
"waving hand: light skin tone";"U+1F44B U+1F3FB";"👋🏻"
"waving hand: medium-light skin tone";"U+1F44B U+1F3FC";"👋🏼"
"waving hand: medium skin tone";"U+1F44B U+1F3FD";"👋🏽"
"waving hand: medium-dark skin tone";"U+1F44B U+1F3FE";"👋🏾"
"waving hand: dark skin tone";"U+1F44B U+1F3FF";"👋🏿"
"⊛ love-you gesture";"U+1F91F";"🤟"
"⊛ love-you gesture: light skin tone";"U+1F91F U+1F3FB";"🤟🏻"
"⊛ love-you gesture: medium-light skin tone";"U+1F91F U+1F3FC";"🤟🏼"
"⊛ love-you gesture: medium skin tone";"U+1F91F U+1F3FD";"🤟🏽"
"⊛ love-you gesture: medium-dark skin tone";"U+1F91F U+1F3FE";"🤟🏾"
"⊛ love-you gesture: dark skin tone";"U+1F91F U+1F3FF";"🤟🏿"
"writing hand";"U+270D";"✍"
"writing hand: light skin tone";"U+270D U+1F3FB";"✍🏻"
"writing hand: medium-light skin tone";"U+270D U+1F3FC";"✍🏼"
"writing hand: medium skin tone";"U+270D U+1F3FD";"✍🏽"
"writing hand: medium-dark skin tone";"U+270D U+1F3FE";"✍🏾"
"writing hand: dark skin tone";"U+270D U+1F3FF";"✍🏿"
"clapping hands";"U+1F44F";"👏"
"clapping hands: light skin tone";"U+1F44F U+1F3FB";"👏🏻"
"clapping hands: medium-light skin tone";"U+1F44F U+1F3FC";"👏🏼"
"clapping hands: medium skin tone";"U+1F44F U+1F3FD";"👏🏽"
"clapping hands: medium-dark skin tone";"U+1F44F U+1F3FE";"👏🏾"
"clapping hands: dark skin tone";"U+1F44F U+1F3FF";"👏🏿"
"open hands";"U+1F450";"👐"
"open hands: light skin tone";"U+1F450 U+1F3FB";"👐🏻"
"open hands: medium-light skin tone";"U+1F450 U+1F3FC";"👐🏼"
"open hands: medium skin tone";"U+1F450 U+1F3FD";"👐🏽"
"open hands: medium-dark skin tone";"U+1F450 U+1F3FE";"👐🏾"
"open hands: dark skin tone";"U+1F450 U+1F3FF";"👐🏿"
"raising hands";"U+1F64C";"🙌"
"raising hands: light skin tone";"U+1F64C U+1F3FB";"🙌🏻"
"raising hands: medium-light skin tone";"U+1F64C U+1F3FC";"🙌🏼"
"raising hands: medium skin tone";"U+1F64C U+1F3FD";"🙌🏽"
"raising hands: medium-dark skin tone";"U+1F64C U+1F3FE";"🙌🏾"
"raising hands: dark skin tone";"U+1F64C U+1F3FF";"🙌🏿"
"⊛ palms up together";"U+1F932";"🤲"
"⊛ palms up together: light skin tone";"U+1F932 U+1F3FB";"🤲🏻"
"⊛ palms up together: medium-light skin tone";"U+1F932 U+1F3FC";"🤲🏼"
"⊛ palms up together: medium skin tone";"U+1F932 U+1F3FD";"🤲🏽"
"⊛ palms up together: medium-dark skin tone";"U+1F932 U+1F3FE";"🤲🏾"
"⊛ palms up together: dark skin tone";"U+1F932 U+1F3FF";"🤲🏿"
"folded hands";"U+1F64F";"🙏"
"folded hands: light skin tone";"U+1F64F U+1F3FB";"🙏🏻"
"folded hands: medium-light skin tone";"U+1F64F U+1F3FC";"🙏🏼"
"folded hands: medium skin tone";"U+1F64F U+1F3FD";"🙏🏽"
"folded hands: medium-dark skin tone";"U+1F64F U+1F3FE";"🙏🏾"
"folded hands: dark skin tone";"U+1F64F U+1F3FF";"🙏🏿"
"handshake";"U+1F91D";"🤝"
"nail polish";"U+1F485";"💅"
"nail polish: light skin tone";"U+1F485 U+1F3FB";"💅🏻"
"nail polish: medium-light skin tone";"U+1F485 U+1F3FC";"💅🏼"
"nail polish: medium skin tone";"U+1F485 U+1F3FD";"💅🏽"
"nail polish: medium-dark skin tone";"U+1F485 U+1F3FE";"💅🏾"
"nail polish: dark skin tone";"U+1F485 U+1F3FF";"💅🏿"
"ear";"U+1F442";"👂"
"ear: light skin tone";"U+1F442 U+1F3FB";"👂🏻"
"ear: medium-light skin tone";"U+1F442 U+1F3FC";"👂🏼"
"ear: medium skin tone";"U+1F442 U+1F3FD";"👂🏽"
"ear: medium-dark skin tone";"U+1F442 U+1F3FE";"👂🏾"
"ear: dark skin tone";"U+1F442 U+1F3FF";"👂🏿"
"nose";"U+1F443";"👃"
"nose: light skin tone";"U+1F443 U+1F3FB";"👃🏻"
"nose: medium-light skin tone";"U+1F443 U+1F3FC";"👃🏼"
"nose: medium skin tone";"U+1F443 U+1F3FD";"👃🏽"
"nose: medium-dark skin tone";"U+1F443 U+1F3FE";"👃🏾"
"nose: dark skin tone";"U+1F443 U+1F3FF";"👃🏿"
"footprints";"U+1F463";"👣"
"eyes";"U+1F440";"👀"
"eye";"U+1F441";"👁"
"eye in speech bubble";"U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F";"👁️
🗨️"
"⊛ brain";"U+1F9E0";"🧠"
"tongue";"U+1F445";"👅"
"mouth";"U+1F444";"👄"
"kiss mark";"U+1F48B";"💋"
"heart with arrow";"U+1F498";"💘"
"red heart";"U+2764";"❤"
"beating heart";"U+1F493";"💓"
"broken heart";"U+1F494";"💔"
"two hearts";"U+1F495";"💕"
"sparkling heart";"U+1F496";"💖"
"growing heart";"U+1F497";"💗"
"blue heart";"U+1F499";"💙"
"green heart";"U+1F49A";"💚"
"yellow heart";"U+1F49B";"💛"
"⊛ orange heart";"U+1F9E1";"🧡"
"purple heart";"U+1F49C";"💜"
"black heart";"U+1F5A4";"🖤"
"heart with ribbon";"U+1F49D";"💝"
"revolving hearts";"U+1F49E";"💞"
"heart decoration";"U+1F49F";"💟"
"heavy heart exclamation";"U+2763";"❣"
"love letter";"U+1F48C";"💌"
"zzz";"U+1F4A4";"💤"
"anger symbol";"U+1F4A2";"💢"
"bomb";"U+1F4A3";"💣"
"collision";"U+1F4A5";"💥"
"sweat droplets";"U+1F4A6";"💦"
"dashing away";"U+1F4A8";"💨"
"dizzy";"U+1F4AB";"💫"
"speech balloon";"U+1F4AC";"💬"
"left speech bubble";"U+1F5E8";"🗨"
"right anger bubble";"U+1F5EF";"🗯"
"thought balloon";"U+1F4AD";"💭"
"hole";"U+1F573";"🕳"
"glasses";"U+1F453";"👓"
"sunglasses";"U+1F576";"🕶"
"necktie";"U+1F454";"👔"
"t-shirt";"U+1F455";"👕"
"jeans";"U+1F456";"👖"
"⊛ scarf";"U+1F9E3";"🧣"
"⊛ gloves";"U+1F9E4";"🧤"
"⊛ coat";"U+1F9E5";"🧥"
"⊛ socks";"U+1F9E6";"🧦"
"dress";"U+1F457";"👗"
"kimono";"U+1F458";"👘"
"bikini";"U+1F459";"👙"
"woman’s clothes";"U+1F45A";"👚"
"purse";"U+1F45B";"👛"
"handbag";"U+1F45C";"👜"
"clutch bag";"U+1F45D";"👝"
"shopping bags";"U+1F6CD";"🛍"
"school backpack";"U+1F392";"🎒"
"man’s shoe";"U+1F45E";"👞"
"running shoe";"U+1F45F";"👟"
"high-heeled shoe";"U+1F460";"👠"
"woman’s sandal";"U+1F461";"👡"
"woman’s boot";"U+1F462";"👢"
"crown";"U+1F451";"👑"
"woman’s hat";"U+1F452";"👒"
"top hat";"U+1F3A9";"🎩"
"graduation cap";"U+1F393";"🎓"
"⊛ billed cap";"U+1F9E2";"🧢"
"rescue worker’s helmet";"U+26D1";"⛑"
"prayer beads";"U+1F4FF";"📿"
"lipstick";"U+1F484";"💄"
"ring";"U+1F48D";"💍"
"gem stone";"U+1F48E";"💎"
"monkey face";"U+1F435";"🐵"
"monkey";"U+1F412";"🐒"
"gorilla";"U+1F98D";"🦍"
"dog face";"U+1F436";"🐶"
"dog";"U+1F415";"🐕"
"poodle";"U+1F429";"🐩"
"wolf face";"U+1F43A";"🐺"
"fox face";"U+1F98A";"🦊"
"cat face";"U+1F431";"🐱"
"cat";"U+1F408";"🐈"
"lion face";"U+1F981";"🦁"
"tiger face";"U+1F42F";"🐯"
"tiger";"U+1F405";"🐅"
"leopard";"U+1F406";"🐆"
"horse face";"U+1F434";"🐴"
"horse";"U+1F40E";"🐎"
"unicorn face";"U+1F984";"🦄"
"⊛ zebra";"U+1F993";"🦓"
"deer";"U+1F98C";"🦌"
"cow face";"U+1F42E";"🐮"
"ox";"U+1F402";"🐂"
"water buffalo";"U+1F403";"🐃"
"cow";"U+1F404";"🐄"
"pig face";"U+1F437";"🐷"
"pig";"U+1F416";"🐖"
"boar";"U+1F417";"🐗"
"pig nose";"U+1F43D";"🐽"
"ram";"U+1F40F";"🐏"
"ewe";"U+1F411";"🐑"
"goat";"U+1F410";"🐐"
"camel";"U+1F42A";"🐪"
"two-hump camel";"U+1F42B";"🐫"
"⊛ giraffe";"U+1F992";"🦒"
"elephant";"U+1F418";"🐘"
"rhinoceros";"U+1F98F";"🦏"
"mouse face";"U+1F42D";"🐭"
"mouse";"U+1F401";"🐁"
"rat";"U+1F400";"🐀"
"hamster face";"U+1F439";"🐹"
"rabbit face";"U+1F430";"🐰"
"rabbit";"U+1F407";"🐇"
"chipmunk";"U+1F43F";"🐿"
"⊛ hedgehog";"U+1F994";"🦔"
"bat";"U+1F987";"🦇"
"bear face";"U+1F43B";"🐻"
"koala";"U+1F428";"🐨"
"panda face";"U+1F43C";"🐼"
"paw prints";"U+1F43E";"🐾"
"turkey";"U+1F983";"🦃"
"chicken";"U+1F414";"🐔"
"rooster";"U+1F413";"🐓"
"hatching chick";"U+1F423";"🐣"
"baby chick";"U+1F424";"🐤"
"front-facing baby chick";"U+1F425";"🐥"
"bird";"U+1F426";"🐦"
"penguin";"U+1F427";"🐧"
"dove";"U+1F54A";"🕊"
"eagle";"U+1F985";"🦅"
"duck";"U+1F986";"🦆"
"owl";"U+1F989";"🦉"
"frog face";"U+1F438";"🐸"
"crocodile";"U+1F40A";"🐊"
"turtle";"U+1F422";"🐢"
"lizard";"U+1F98E";"🦎"
"snake";"U+1F40D";"🐍"
"dragon face";"U+1F432";"🐲"
"dragon";"U+1F409";"🐉"
"⊛ sauropod";"U+1F995";"🦕"
"⊛ T-Rex";"U+1F996";"🦖"
"spouting whale";"U+1F433";"🐳"
"whale";"U+1F40B";"🐋"
"dolphin";"U+1F42C";"🐬"
"fish";"U+1F41F";"🐟"
"tropical fish";"U+1F420";"🐠"
"blowfish";"U+1F421";"🐡"
"shark";"U+1F988";"🦈"
"octopus";"U+1F419";"🐙"
"spiral shell";"U+1F41A";"🐚"
"crab";"U+1F980";"🦀"
"shrimp";"U+1F990";"🦐"
"squid";"U+1F991";"🦑"
"snail";"U+1F40C";"🐌"
"butterfly";"U+1F98B";"🦋"
"bug";"U+1F41B";"🐛"
"ant";"U+1F41C";"🐜"
"honeybee";"U+1F41D";"🐝"
"lady beetle";"U+1F41E";"🐞"
"⊛ cricket";"U+1F997";"🦗"
"spider";"U+1F577";"🕷"
"spider web";"U+1F578";"🕸"
"scorpion";"U+1F982";"🦂"
"bouquet";"U+1F490";"💐"
"cherry blossom";"U+1F338";"🌸"
"white flower";"U+1F4AE";"💮"
"rosette";"U+1F3F5";"🏵"
"rose";"U+1F339";"🌹"
"wilted flower";"U+1F940";"🥀"
"hibiscus";"U+1F33A";"🌺"
"sunflower";"U+1F33B";"🌻"
"blossom";"U+1F33C";"🌼"
"tulip";"U+1F337";"🌷"
"seedling";"U+1F331";"🌱"
"evergreen tree";"U+1F332";"🌲"
"deciduous tree";"U+1F333";"🌳"
"palm tree";"U+1F334";"🌴"
"cactus";"U+1F335";"🌵"
"sheaf of rice";"U+1F33E";"🌾"
"herb";"U+1F33F";"🌿"
"shamrock";"U+2618";"☘"
"four leaf clover";"U+1F340";"🍀"
"maple leaf";"U+1F341";"🍁"
"fallen leaf";"U+1F342";"🍂"
"leaf fluttering in wind";"U+1F343";"🍃"
"grapes";"U+1F347";"🍇"
"melon";"U+1F348";"🍈"
"watermelon";"U+1F349";"🍉"
"tangerine";"U+1F34A";"🍊"
"lemon";"U+1F34B";"🍋"
"banana";"U+1F34C";"🍌"
"pineapple";"U+1F34D";"🍍"
"red apple";"U+1F34E";"🍎"
"green apple";"U+1F34F";"🍏"
"pear";"U+1F350";"🍐"
"peach";"U+1F351";"🍑"
"cherries";"U+1F352";"🍒"
"strawberry";"U+1F353";"🍓"
"kiwi fruit";"U+1F95D";"🥝"
"tomato";"U+1F345";"🍅"
"⊛ coconut";"U+1F965";"🥥"
"avocado";"U+1F951";"🥑"
"eggplant";"U+1F346";"🍆"
"potato";"U+1F954";"🥔"
"carrot";"U+1F955";"🥕"
"ear of corn";"U+1F33D";"🌽"
"hot pepper";"U+1F336";"🌶"
"cucumber";"U+1F952";"🥒"
"⊛ broccoli";"U+1F966";"🥦"
"mushroom";"U+1F344";"🍄"
"peanuts";"U+1F95C";"🥜"
"chestnut";"U+1F330";"🌰"
"bread";"U+1F35E";"🍞"
"croissant";"U+1F950";"🥐"
"baguette bread";"U+1F956";"🥖"
"⊛ pretzel";"U+1F968";"🥨"
"pancakes";"U+1F95E";"🥞"
"cheese wedge";"U+1F9C0";"🧀"
"meat on bone";"U+1F356";"🍖"
"poultry leg";"U+1F357";"🍗"
"⊛ cut of meat";"U+1F969";"🥩"
"bacon";"U+1F953";"🥓"
"hamburger";"U+1F354";"🍔"
"french fries";"U+1F35F";"🍟"
"pizza";"U+1F355";"🍕"
"hot dog";"U+1F32D";"🌭"
"⊛ sandwich";"U+1F96A";"🥪"
"taco";"U+1F32E";"🌮"
"burrito";"U+1F32F";"🌯"
"stuffed flatbread";"U+1F959";"🥙"
"egg";"U+1F95A";"🥚"
"cooking";"U+1F373";"🍳"
"shallow pan of food";"U+1F958";"🥘"
"pot of food";"U+1F372";"🍲"
"⊛ bowl with spoon";"U+1F963";"🥣"
"green salad";"U+1F957";"🥗"
"popcorn";"U+1F37F";"🍿"
"⊛ canned food";"U+1F96B";"🥫"
"bento box";"U+1F371";"🍱"
"rice cracker";"U+1F358";"🍘"
"rice ball";"U+1F359";"🍙"
"cooked rice";"U+1F35A";"🍚"
"curry rice";"U+1F35B";"🍛"
"steaming bowl";"U+1F35C";"🍜"
"spaghetti";"U+1F35D";"🍝"
"roasted sweet potato";"U+1F360";"🍠"
"oden";"U+1F362";"🍢"
"sushi";"U+1F363";"🍣"
"fried shrimp";"U+1F364";"🍤"
"fish cake with swirl";"U+1F365";"🍥"
"dango";"U+1F361";"🍡"
"⊛ dumpling";"U+1F95F";"🥟"
"⊛ fortune cookie";"U+1F960";"🥠"
"⊛ takeout box";"U+1F961";"🥡"
"soft ice cream";"U+1F366";"🍦"
"shaved ice";"U+1F367";"🍧"
"ice cream";"U+1F368";"🍨"
"doughnut";"U+1F369";"🍩"
"cookie";"U+1F36A";"🍪"
"birthday cake";"U+1F382";"🎂"
"shortcake";"U+1F370";"🍰"
"⊛ pie";"U+1F967";"🥧"
"chocolate bar";"U+1F36B";"🍫"
"candy";"U+1F36C";"🍬"
"lollipop";"U+1F36D";"🍭"
"custard";"U+1F36E";"🍮"
"honey pot";"U+1F36F";"🍯"
"baby bottle";"U+1F37C";"🍼"
"glass of milk";"U+1F95B";"🥛"
"hot beverage";"U+2615";"☕"
"teacup without handle";"U+1F375";"🍵"
"sake";"U+1F376";"🍶"
"bottle with popping cork";"U+1F37E";"🍾"
"wine glass";"U+1F377";"🍷"
"cocktail glass";"U+1F378";"🍸"
"tropical drink";"U+1F379";"🍹"
"beer mug";"U+1F37A";"🍺"
"clinking beer mugs";"U+1F37B";"🍻"
"clinking glasses";"U+1F942";"🥂"
"tumbler glass";"U+1F943";"🥃"
"⊛ cup with straw";"U+1F964";"🥤"
"⊛ chopsticks";"U+1F962";"🥢"
"fork and knife with plate";"U+1F37D";"🍽"
"fork and knife";"U+1F374";"🍴"
"spoon";"U+1F944";"🥄"
"kitchen knife";"U+1F52A";"🔪"
"amphora";"U+1F3FA";"🏺"
"globe showing Europe-Africa";"U+1F30D";"🌍"
"globe showing Americas";"U+1F30E";"🌎"
"globe showing Asia-Australia";"U+1F30F";"🌏"
"globe with meridians";"U+1F310";"🌐"
"world map";"U+1F5FA";"🗺"
"map of Japan";"U+1F5FE";"🗾"
"snow-capped mountain";"U+1F3D4";"🏔"
"mountain";"U+26F0";"⛰"
"volcano";"U+1F30B";"🌋"
"mount fuji";"U+1F5FB";"🗻"
"camping";"U+1F3D5";"🏕"
"beach with umbrella";"U+1F3D6";"🏖"
"desert";"U+1F3DC";"🏜"
"desert island";"U+1F3DD";"🏝"
"national park";"U+1F3DE";"🏞"
"stadium";"U+1F3DF";"🏟"
"classical building";"U+1F3DB";"🏛"
"building construction";"U+1F3D7";"🏗"
"houses";"U+1F3D8";"🏘"
"cityscape";"U+1F3D9";"🏙"
"derelict house";"U+1F3DA";"🏚"
"house";"U+1F3E0";"🏠"
"house with garden";"U+1F3E1";"🏡"
"office building";"U+1F3E2";"🏢"
"Japanese post office";"U+1F3E3";"🏣"
"post office";"U+1F3E4";"🏤"
"hospital";"U+1F3E5";"🏥"
"bank";"U+1F3E6";"🏦"
"hotel";"U+1F3E8";"🏨"
"love hotel";"U+1F3E9";"🏩"
"convenience store";"U+1F3EA";"🏪"
"school";"U+1F3EB";"🏫"
"department store";"U+1F3EC";"🏬"
"factory";"U+1F3ED";"🏭"
"Japanese castle";"U+1F3EF";"🏯"
"castle";"U+1F3F0";"🏰"
"wedding";"U+1F492";"💒"
"Tokyo tower";"U+1F5FC";"🗼"
"Statue of Liberty";"U+1F5FD";"🗽"
"church";"U+26EA";"⛪"
"mosque";"U+1F54C";"🕌"
"synagogue";"U+1F54D";"🕍"
"shinto shrine";"U+26E9";"⛩"
"kaaba";"U+1F54B";"🕋"
"fountain";"U+26F2";"⛲"
"tent";"U+26FA";"⛺"
"foggy";"U+1F301";"🌁"
"night with stars";"U+1F303";"🌃"
"sunrise over mountains";"U+1F304";"🌄"
"sunrise";"U+1F305";"🌅"
"cityscape at dusk";"U+1F306";"🌆"
"sunset";"U+1F307";"🌇"
"bridge at night";"U+1F309";"🌉"
"hot springs";"U+2668";"♨"
"milky way";"U+1F30C";"🌌"
"carousel horse";"U+1F3A0";"🎠"
"ferris wheel";"U+1F3A1";"🎡"
"roller coaster";"U+1F3A2";"🎢"
"barber pole";"U+1F488";"💈"
"circus tent";"U+1F3AA";"🎪"
"performing arts";"U+1F3AD";"🎭"
"framed picture";"U+1F5BC";"🖼"
"artist palette";"U+1F3A8";"🎨"
"slot machine";"U+1F3B0";"🎰"
"locomotive";"U+1F682";"🚂"
"railway car";"U+1F683";"🚃"
"high-speed train";"U+1F684";"🚄"
"bullet train";"U+1F685";"🚅"
"train";"U+1F686";"🚆"
"metro";"U+1F687";"🚇"
"light rail";"U+1F688";"🚈"
"station";"U+1F689";"🚉"
"tram";"U+1F68A";"🚊"
"monorail";"U+1F69D";"🚝"
"mountain railway";"U+1F69E";"🚞"
"tram car";"U+1F68B";"🚋"
"bus";"U+1F68C";"🚌"
"oncoming bus";"U+1F68D";"🚍"
"trolleybus";"U+1F68E";"🚎"
"minibus";"U+1F690";"🚐"
